id	nombre	categoria	vigencia	stock_total	costo_promedio	stock_principal	stock_jenifer	stock_santiago	stock_ricardo	stock_mercado_libre	stock_villa_aburra	stock_apica	stock_el_salvador	stock_desarrollo	stock_no_conformes
499	Tableta Chocolate 100Pgm (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	1660	0	0	0	0	0	0	0	0	0	0
50	MIEL APICA X 688 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
500	SAL MARINA GRANO FINO SIN REFINAR X KG	T01.30. OTROS PRODUCTOS AGROECOLOGICOS	Vigente	2.67	8900	2.67	0	0	0	0	0	0	0	0	0
501	ETIQUETA MARAÑON 100G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	45	1000	45	0	0	0	0	0	0	0	0	0
502	ETIQUETA MARAÑON 200G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	8	1500	8	0	0	0	0	0	0	0	0	0
503	ETIQUETA MACADAMIA 100G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	55	818	55	0	0	0	0	0	0	0	0	0
504	ETIQUETA MACADAMIA 200G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	0	1500	0	0	0	0	0	0	0	0	0	0
505	ETIQUETA ALMENDRA 100G X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	0	818	0	0	0	0	0	0	0	0	0	0
506	ETIQUETA ALMENDRA 200G X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	5	1500	5	0	0	0	0	0	0	0	0	0
507	ETIQUETA PRECIOS X HOJA	T03.21. ETIQUETAS ADESIVAS	Vigente	0	6500	0	0	0	0	0	0	0	0	0	0
508	ALMENDRAS TOSTADAS  KG	T01.03. AGROECOLOGICOS GRAL	Vigente	2.24	54611.09	2.24	0	0	0	0	0	0	0	0	0
509	ALMENDRA  x 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	6	38104.091	6	0	0	0	0	0	0	0	0	0
51	MIEL APICA X 1.370 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
510	ALMENDRA  x 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	72412.6634	0	0	0	0	0	0	0	0	0	0
511	Macadamia Tostada x 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	34677.447	0	0	0	0	0	0	0	0	0	0
512	Macadamia Tostada x 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	6	12401.0746	6	0	0	0	0	0	0	0	0	0
513	Marañon  x 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	55615.5013	0	0	0	0	0	0	0	0	0	0
514	Marañon  x 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	69354.893	1	0	0	0	0	0	0	0	0	0
515	Guayusa hojas x Kg	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	175000	0	0	0	0	0	0	0	0	0	0
516	MARAÑON TOSTADO x KG	T01.03. AGROECOLOGICOS GRAL	Vigente	2	30707.9631	2	0	0	0	0	0	0	0	0	0
517	CHOCOBEETAL OS 50 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	6651.43	0	0	0	0	0	0	0	0	0	0
519	DESPERDICIO - CREMA DE MANI OS X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	1095108.4003	0	0	0	0	0	0	0	0	0	0
52	MIEL APICA X 5 KG	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
520	DESPERDICIO - CHOCOMIEL 80/20 x Kg	T01.03. AGROECOLOGICOS GRAL	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
521	DESPERDICO - COBERTURA CHOCOLATE CPM 73% OS X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	1542801.885	0	0	0	0	0	0	0	0	0	0
522	Exhibidor tableta pequeño	NULL	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
523	Etiquetas Infusion 400g Trasera  x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	84	1125	84	0	0	0	0	0	0	0	0	0
524	Etiquetas Infusión 200g Trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	15	1250	15	0	0	0	0	0	0	0	0	0
525	Etiquetas Chocolate 500g Bombon Trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	69	1125	69	0	0	0	0	0	0	0	0	0
526	Etiquetas Chocolate granulado 500g  Trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	73	1125	73	0	0	0	0	0	0	0	0	0
527	Etiquetas chocolate 250g granulado Trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	117	1228.1579	117	0	0	0	0	0	0	0	0	0
528	Etiquetas chocolate Bombon 250g Trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	83	1343.9144	83	0	0	0	0	0	0	0	0	0
529	Etiqueta Nibs de cacao 200g trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	90	662.7633	90	0	0	0	0	0	0	0	0	0
53	MIEL SAN MIGUEL CRUDA x KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	32.31	19032.6178	32.31	0	0	0	0	0	0	0	0	0
530	ETIQUETA NIBS DE CACAO 100G trasera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	59	409.9335	59	0	0	0	0	0	0	0	0	0
531	Etiqueta tableta tornasol cacao organico x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	0	21	0	0	0	0	0	0	0	0	0	0
532	Etiqueta tableta tornasol 100p natural x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	0	21	0	0	0	0	0	0	0	0	0	0
